Session,Source_ID,RA_offset_ms_no_corr,RA_offset_mas_no_corr,Dec_offset_mas_no_corr,RA_std_ms_no_corr,RA_std_mas_no_corr,Dec_std_mas_no_corr,RA_offset_ms_M1,RA_offset_mas_M1,Dec_offset_mas_M1,RA_std_ms_M1,RA_std_mas_M1,Dec_std_mas_M1,RA_offset_ms_M2,RA_offset_mas_M2,Dec_offset_mas_M2,RA_std_ms_M2,RA_std_mas_M2,Dec_std_mas_M2,RA_offset_ms_M3,RA_offset_mas_M3,Dec_offset_mas_M3,RA_std_ms_M3,RA_std_mas_M3,Dec_std_mas_M3
17APR09KV,1150+812,-0.1234725288360247,-1.8520879325403712,-0.3723853619654278,0.0797850182653477,1.1967752739802169,0.1253976203140639,-0.4363387850118518,-6.545081775177778,-0.6277557492815049,0.0863709562682212,1.295564344023319,0.1357486983867625,-0.123465965910024,-1.8519894886503607,-1.0661006234630008,0.0797856964787637,1.1967854471814563,0.1253986862579,-0.4374059478334857,-6.5610892175022855,-0.6152669540363149,0.0871014992407708,1.306522488611562,0.1368968882635913
17APR23KV,1150+812,0.1602947821307959,2.404421731961939,0.3854055214576108,0.0556459732031193,0.8346895980467897,0.1288437128737061,-0.3028813007979664,-4.543219511969497,-0.2428488839362559,0.0623252365151074,0.9348785477266112,0.1443090023608065,0.1602736205448347,2.4041043081725206,-0.3083505360567038,0.0556460964563143,0.834691446844715,0.1288439982564275,-0.2856437047636996,-4.284655571455495,-0.2358954596350595,0.0622941714664244,0.9344125719963666,0.144237073774019
17MAY11KV,1150+812,-0.1929237636189668,-2.893856454284503,-0.4455886408138978,0.0911356678670417,1.367035018005626,0.1196237253669866,0.113881117576047,1.7082167636407064,-0.1831561142641646,0.1022835867323673,1.53425380098551,0.134256367185168,-0.1929405347182902,-2.894108020774354,-1.139300223033569,0.0911361697910479,1.3670425468657197,0.1196243841871926,0.1208805233593921,1.8132078503908813,-0.1759979139262526,0.10284808305627,1.5427212458440511,0.1349973191615087
17MAY18KV,1150+812,-0.0082564883875799,-0.1238473258136991,0.5650548183289175,0.0370578338289053,0.55586750743358,0.1886459002015152,-0.0926868552689635,-1.3903028290344537,1.7842739772329423,0.0425560847257093,0.6383412708856403,0.2166351910691412,-0.0082564977943775,-0.123847466915663,-0.1286480591997474,0.0370578338679222,0.5558675080188333,0.1886459004001338,-0.0928300502734752,-1.3924507541021285,1.821846414702435,0.0429435510044889,0.644153265067335,0.2186076194980555
18FEB03KV,1150+812,0.0615892333995174,0.923838500992761,-0.2568838628510478,0.0718044918372698,1.0770673775590474,0.0807506766525722,0.469142656521311,7.037139847819665,0.2483639229148979,0.0777870526242565,1.1668057893638482,0.0874786099517752,0.0615893222287352,0.9238398334310292,-0.950598410834447,0.0718044918470054,1.0770673777050817,0.0807506766635208,0.4501410245595152,6.752115368392729,0.1449144687663668,0.0780861476160935,1.171292214241403,0.0878149694518044
